query,category,match,distance
./data_normalized/AircraftBuoyant/m1337.obj,AircraftBuoyant,m1337.obj,0.0
./data_normalized/AircraftBuoyant/m1337.obj,AircraftBuoyant,m1338.obj,1.759839362744933
./data_normalized/AircraftBuoyant/m1337.obj,AircraftBuoyant,m1343.obj,2.336065027195184
./data_normalized/AircraftBuoyant/m1337.obj,AircraftBuoyant,m35.obj,3.2814641813949987
./data_normalized/AircraftBuoyant/m1337.obj,AircraftBuoyant,m52.obj,4.928135131642594
./data_normalized/AircraftBuoyant/m1337.obj,AircraftBuoyant,D01109.obj,5.521405119465069
./data_normalized/AircraftBuoyant/m1337.obj,AircraftBuoyant,D00922.obj,5.697366283395574
./data_normalized/AircraftBuoyant/m1337.obj,AircraftBuoyant,D00442.obj,6.053601484328459
./data_normalized/AircraftBuoyant/m1337.obj,AircraftBuoyant,D01050.obj,6.3757024311752595
./data_normalized/AircraftBuoyant/m1337.obj,AircraftBuoyant,D00762.obj,6.4394343593722025
./data_normalized/AircraftBuoyant/m1337.obj,AircraftBuoyant,m1138.obj,6.5140605413892585
./data_normalized/AircraftBuoyant/m1337.obj,AircraftBuoyant,m33.obj,6.575251087174722
./data_normalized/AircraftBuoyant/m1337.obj,AircraftBuoyant,D00625.obj,7.01133561797171
./data_normalized/AircraftBuoyant/m1337.obj,AircraftBuoyant,D01110.obj,7.045518673103485
./data_normalized/AircraftBuoyant/m1337.obj,AircraftBuoyant,m37.obj,7.299531216681065
./data_normalized/AircraftBuoyant/m1337.obj,AircraftBuoyant,D00234.obj,7.4152938437373965
./data_normalized/AircraftBuoyant/m1338.obj,AircraftBuoyant,m1338.obj,0.0
./data_normalized/AircraftBuoyant/m1338.obj,AircraftBuoyant,m1337.obj,1.759839362744933
./data_normalized/AircraftBuoyant/m1338.obj,AircraftBuoyant,m1343.obj,3.338320378528476
./data_normalized/AircraftBuoyant/m1338.obj,AircraftBuoyant,m35.obj,4.319037671432237
./data_normalized/AircraftBuoyant/m1338.obj,AircraftBuoyant,D00922.obj,5.499025430794205
./data_normalized/AircraftBuoyant/m1338.obj,AircraftBuoyant,m52.obj,5.791041705114613
./data_normalized/AircraftBuoyant/m1338.obj,AircraftBuoyant,D00442.obj,5.83026411458964
./data_normalized/AircraftBuoyant/m1338.obj,AircraftBuoyant,D01109.obj,6.11259357876429
./data_normalized/AircraftBuoyant/m1338.obj,AircraftBuoyant,D01050.obj,6.4642251628094805
./data_normalized/AircraftBuoyant/m1338.obj,AircraftBuoyant,D01110.obj,6.68111409263758
./data_normalized/AircraftBuoyant/m1338.obj,AircraftBuoyant,D01030.obj,6.938479645586238
./data_normalized/AircraftBuoyant/m1338.obj,AircraftBuoyant,m1138.obj,7.312967114861279
./data_normalized/AircraftBuoyant/m1338.obj,AircraftBuoyant,m33.obj,7.356157660646744
./data_normalized/AircraftBuoyant/m1338.obj,AircraftBuoyant,D00762.obj,7.580340932844224
./data_normalized/AircraftBuoyant/m1338.obj,AircraftBuoyant,D00625.obj,7.908242191443729
./data_normalized/AircraftBuoyant/m1338.obj,AircraftBuoyant,m37.obj,8.111483130633836
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,m1339.obj,0.0
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,D01146.obj,3.7385125263439014
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,m28.obj,4.099597516023534
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,m49.obj,4.155744272387028
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,D00277.obj,4.313977963649701
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,D00320.obj,4.405218355248515
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,D00689.obj,4.551774636570837
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,D00089.obj,4.637179475723467
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,m40.obj,4.844250404614283
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,m43.obj,5.050288302494775
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,m1143.obj,5.061275070701508
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,m34.obj,5.286213782797441
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,m48.obj,5.341515512351442
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,D00164.obj,5.850605391702221
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,m1139.obj,5.997563561535588
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,D00546.obj,6.058098306304438
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m1340.obj,0.0
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m76.obj,3.7237072134670157
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m39.obj,3.889623831777159
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,D00999.obj,6.96982627669868
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m1135.obj,7.191108761070607
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m1146.obj,8.47395284420555
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,D00736.obj,9.577587340642344
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,D00020.obj,11.32300395115315
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m38.obj,11.560600407830682
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m47.obj,13.779979343134888
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m1137.obj,14.880381604409845
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m31.obj,17.027804862815586
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m1136.obj,17.451176120038856
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,D00271.obj,17.913658449628613
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m1134.obj,18.225995090729512
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m44.obj,18.30632056052479
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m1341.obj,0.0
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m60.obj,2.3844539837441854
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m78.obj,2.438896207082936
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m1135.obj,3.0631750816757806
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m1146.obj,5.308713573599818
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,D00736.obj,5.3519343968693125
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,D00020.obj,6.229351007380121
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m39.obj,6.306191950060756
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m47.obj,9.475824898018594
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m1137.obj,10.493142333804117
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,D00999.obj,10.729980721814977
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m1134.obj,13.857787660513207
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m38.obj,16.148253351603714
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,D00961.obj,17.585631469397562
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m31.obj,19.58237298109918
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m41.obj,19.874426307344397
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m1342.obj,0.0
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m1344.obj,2.8727202587291014
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,D00546.obj,4.454919702231214
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,D00862.obj,5.15067996826185
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m1136.obj,5.2822008784388474
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m30.obj,5.460088252737425
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m32.obj,5.480758199957544
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m50.obj,6.081995582666233
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m36.obj,6.183284953774818
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m44.obj,6.372787332092491
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m1143.obj,6.656061427478847
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m29.obj,6.715729730080557
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,D00089.obj,7.132207665157712
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,D00689.obj,7.353342426783155
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m31.obj,8.073409863811703
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,D00271.obj,8.209741712470377
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,m1343.obj,0.0
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,m1337.obj,2.336065027195184
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,m35.obj,3.133529208590183
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,m52.obj,3.2022047142779244
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,m33.obj,4.737320669810054
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,D01050.obj,4.811637403980078
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,m1138.obj,5.260130124024591
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,D00762.obj,5.281503942007533
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,D01110.obj,5.377579095014487
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,D01109.obj,5.602757761264589
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,m37.obj,5.6436007993163955
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,D00284.obj,5.780564966026287
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,D00442.obj,5.877391026935111
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,D00922.obj,5.919847299179118
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,D00625.obj,6.269405200607038
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,D00234.obj,6.604511961766885
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m1344.obj,0.0
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m1342.obj,2.8727202587291014
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,D00546.obj,3.7833293759286692
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m1122.obj,4.288565540273797
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m36.obj,4.648489907651687
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m32.obj,4.808600941440569
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,D00862.obj,5.297716304894845
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m30.obj,5.58567857903997
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m29.obj,5.602934683957426
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,D00089.obj,5.72461733885517
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m50.obj,5.731451386421858
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,D00689.obj,5.732547380660025
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m1143.obj,6.003341168749744
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m1136.obj,6.28779120474139
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m48.obj,6.473828459895621
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m28.obj,6.64840708445573
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m1345.obj,0.0
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m33.obj,3.0829457733093433
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m52.obj,3.1880652698685363
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m35.obj,4.225005517607753
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m37.obj,4.270197242551709
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,D00284.obj,5.124717577447172
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m49.obj,5.153504651761534
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m1139.obj,5.3203023931618825
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,D00762.obj,5.420125190663037
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,D00625.obj,5.548433151977216
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m1138.obj,5.585254461015754
